Ensemble_ID,Intensity,Intensity_Rank,Density,Density_Rank,Energy,Energy_Rank,Exp_Level,Exp_Rank,Avg_Count,Count_Rank,Avg_TPM,TPM_Rank
ENSMUSG00000009292,149.4339605338974,2334.0,0.0389805,2460.0,5.82501,2279.0,8230.579568789813,2339.0,0.06713156249999999,12835.0,0.041333375,11473.0
ENSMUSG00000041698,140.997454972592,4931.0,7.3e-05,16518.0,0.0102979,16487.0,6744.312405712719,6158.0,0.0,15356.0,0.0,15356.0
ENSMUSG00000030237,143.13149656196504,4056.0,0.0200985,4311.0,2.87674,4131.0,6712.2061590712465,6286.0,14.780481250000001,4585.0,0.7016316874999999,5829.0
ENSMUSG00000030236,136.74527400508165,7229.0,0.000187931,15677.0,0.0256987,15662.0,3889.010602113969,14720.0,0.0,15356.0,0.0,15356.0
ENSMUSG00000079262,126.15093205338015,13217.0,0.000140544,15979.0,0.0177298,16055.0,3221.6963014835437,15935.0,0.0625,12972.0,0.0208615,12210.0
ENSMUSG00000053329,136.2093558183664,7549.0,0.0139087,5411.0,1.89449,5329.0,6822.778089503163,5878.0,1.2138262499999999,9124.0,0.370734375,7217.0
ENSMUSG00000075227,138.47592656737098,6215.0,0.00091886,12938.0,0.12724,12794.0,6020.211696595295,8840.0,835.6875,542.0,75.89297499999999,386.0
ENSMUSG00000025239,131.07648449901194,10692.0,0.00329855,9671.0,0.432362,9632.0,5567.615493813846,10527.0,0.0,15356.0,0.0,15356.0
ENSMUSG00000029735,139.1365674846364,5846.0,0.00358013,9436.0,0.498127,9242.0,6622.652259090479,6590.0,0.9117481770588749,9700.0,0.6927475766850625,5861.0
ENSMUSG00000033943,127.61993268130148,12526.0,0.0063713,7654.0,0.813109,7705.0,5189.6585588902235,11755.0,2.0967125e-06,13367.0,1.7193125e-08,13383.0
