id,section_data_set_id,structure_id,sum_pixels,sum_expressing_pixels,sum_pixel_intensity,sum_expressing_pixel_intensity,expression_density,expression_energy,voxel_energy_mean,voxel_energy_cv,entrez_id
259417373,78001303,651,2022340,376.423,66739100,47763,0.000186132,0.0236177,0.0236582,1.1104,11539
259420875,78001315,651,1608570,954.095,41862300,110611,0.000593131,0.0687631,0.0687631,0.911418,11539
259448235,78001339,651,1783370,1517.28,45803700,189706,0.000850798,0.106375,0.106373,1.17245,11539
443549005,73496905,651,1076040,4701.79,49519800,651159,0.00436955,0.605146,0.615557,0.738239,11539
140052637,100081903,651,1643540,359.305,53354700,54020.1,0.000218616,0.0328681,0.0328681,2.03893,11540
143878686,100084678,651,1230980,61.8423,29098400,8373.27,5.02E-05,0.00680211,0.00665165,1.89875,11540
423437608,69855739,651,1293850,388.43,47067800,52275.2,0.000300212,0.0404027,0.0404027,1.84764,11540
432282645,70813257,651,2461130,5593.16,130206000,1001550,0.0022726,0.406948,0.372359,2.53438,11540
442216254,72109410,651,2222320,4351.06,114643000,625331,0.00195789,0.281386,0.285115,1.41718,11540
423437454,69855773,651,1223800,2471.9,61682700,333732,0.00201985,0.2727,0.224988,1.59359,11541
416498096,69236801,651,2042550,9791.93,100012000,1292110,0.00479398,0.6326,0.659584,1.61036,11542
454981807,75828188,651,1078560,5942.76,30850400,693976,0.00550992,0.64343,0.717581,1.09449,11542
438178740,71608214,651,1209560,121523,86534200,19607300,0.100469,16.2103,16.3213,0.291308,11544
427661180,70429154,651,1223920,18653.9,58181300,2604050,0.0152412,2.12764,2.12764,0.554126,11545
422921802,69835612,651,1398760,3641.37,71209700,490875,0.00260328,0.350936,0.350936,1.83898,11546
434052255,71152437,651,1352070,6157.54,68380300,839671,0.00455417,0.621028,0.633229,0.901052,11549
447960737,74277700,651,1119010,4659.64,47241400,652497,0.00416408,0.583103,0.583103,0.56999,11549
453121002,75042247,651,2587710,24147.2,79856400,3024960,0.00933151,1.16897,1.16897,0.530601,11549
416532795,69236807,651,1233270,27501.4,85814600,3985290,0.0222995,3.23147,3.22092,0.530323,11550
442180185,72119628,651,2587710,5211.8,107163000,697777,0.00201406,0.269651,0.269651,1.04187,11550
260045760,77674598,651,3007330,19681.8,80743300,2404370,0.0065446,0.799501,0.799501,0.840221,11551
260062761,77674514,651,2587710,6897.63,58089400,816540,0.00266554,0.315546,0.315546,0.820543,11551
260200178,77674580,651,2377890,4621.15,57246000,522730,0.00194338,0.219829,0.219829,0.539779,11551
260243155,77674612,651,3007330,7152.78,78487500,810601,0.00237844,0.269541,0.269541,0.970429,11551
260886319,78213365,651,3007330,2241.17,76447300,262831,0.000745236,0.0873966,0.0873966,0.802801,11551
260915868,78213367,651,3007330,2737.45,86403600,324770,0.000910259,0.107993,0.107993,0.949115,11551
260920151,78213371,651,3182180,3007.78,79633000,327079,0.000945195,0.102785,0.102785,0.628623,11551
260920343,78213369,651,2692610,4042.44,73746000,492457,0.00150131,0.182892,0.182892,1.06864,11551
260927713,78213373,651,3182180,2301.02,71612100,248694,0.000723096,0.0781521,0.0781521,0.859931,11551
262049970,80205963,651,3182180,10182.7,68154100,1339510,0.00319993,0.420941,0.420941,1.46097,11551
262050141,80205965,651,2692610,3238.76,44582900,386149,0.00120283,0.14341,0.14341,1.08423,11551
430760343,70723343,651,1177530,2148.69,48365200,281716,0.00182475,0.239243,0.24021,1.32467,11551
444716968,73615550,651,2587710,6368.48,107859000,848092,0.00246105,0.327739,0.327739,1.38435,11551
451062551,74724532,651,2196310,1536.12,98061400,218074,0.000699407,0.0992911,0.0990293,2.56432,11552
460461516,80525494,651,1087550,194.089,31200700,29013.3,0.000178464,0.0266778,0.023396,2.07535,11552
